Unnamed: 0,review,score,thumbsUpCount,reviewCreatedVersion,replyContent,timeToReply,deberta_replyContent_pred
87,the number of likes for this review is 0. the version of the app is 20.0. unclear,0,0,20.0,"it took 0 days 16:50:00 for the developer to reply to a user's review. hello, friend bank. we apologize for any issues you faced. the bankapp app is functioning properly now. if you encounter any difficulties, please share the details through bank's official whatsapp at or email at bankapp.co.id. if everything is fine, we would appreciate a -star rating from you. thanks, banu.",0 days 16:50:00,0.064077355
88,the number of likes for this review is 0. the version of the app is nan. swift and straightforward process,4,0,,"it took 0 days 00:53:00 for the developer to reply to a user's review. hello bank friend, we appreciate your feedback. we hope that the bankapp app simplifies your transactions. thanks, una.",0 days 00:53:00,3.9856186
89,"the number of likes for this review is 0. the version of the app is nan. it is extremely hard to register, despite having clear data; face registration while speaking consistently fails on the initial attempt, and changing the cellphone is equally challenging. the purpose behind making the app is unclear. it’s a worthless and useless application.",0,0,,"it took 7 days 01:22:00 for the developer to reply to a user's review. we apologize for any trouble you might have faced. if you encounter issues, kindly provide full details through whatsapp at or email bankapp.co.id for evaluation and resolution. if everything is fine, we would appreciate a -star rating from you. thanks~tedi",7 days 01:22:00,0.51393104
90,"the number of likes for this review is 0. the version of the app is nan. angel, i've already gone to the bank office, so i can sign up. just remove the unnecessary application.",0,0,,"it took 0 days 16:51:00 for the developer to reply to a user's review. hello friend bank, sorry for the issues you have faced. the bankapp app is working properly now. if you encounter any problems, please share the details through bank's official whatsapp at or email bankapp.co.id. if everything is fine, we hope you can give us a -star rating. thanks~banu",0 days 16:51:00,0.10228096
91,"the number of likes for this review is 0. the version of the app is 33.0. pretty good, right?",2,0,33.0,"it took 0 days 07:39:00 for the developer to reply to a user's review. hello bank friend, thanks for the feedback. we hope that the bankapp app simplifies your transactions. if everything works well, we would appreciate a -star rating from you. thank you~una",0 days 07:39:00,2.93236
92,"the number of likes for this review is 0. the version of the app is 31.0. alhamdulillah, this application is very helpful for me",4,0,31.0,"it took 0 days 22:09:00 for the developer to reply to a user's review. i appreciate your feedback. i hope the bankapp app simplifies your transactions. thanks, asri.",0 days 22:09:00,3.9534826
93,"the number of likes for this review is 0. the version of the app is 33.0. excellent service can simplify customer transactions for funds transfers or cash withdrawals, but unfortunately, the network connection is frequently unstable and often gets disconnected.",4,0,33.0,"it took 1 days 16:25:00 for the developer to reply to a user's review. hello bank friend, we appreciate your feedback. we hope the bankapp app simplifies your transactions. thanks~najwa",1 days 16:25:00,3.9836607
94,the number of likes for this review is 0. the version of the app is 33.0. 👍,4,0,33.0,"it took 1 days 09:23:00 for the developer to reply to a user's review. hello bank friend, we appreciate your feedback. please keep enhancing your banking transactions through the bankapp app. thanks~rida",1 days 09:23:00,3.9880552
95,the number of likes for this review is 0. the version of the app is 33.0. extremely useful.,4,0,33.0,"it took 0 days 01:03:00 for the developer to reply to a user's review. thank you for your feedback. i hope the bankapp app simplifies your transactions. thanks, priska.",0 days 01:03:00,3.9624898
96,the number of likes for this review is 0. the version of the app is 33.0. extremely simple.,4,0,33.0,"it took 0 days 07:47:00 for the developer to reply to a user's review. we appreciate your use of the bankapp app, and we encourage you to explore other exciting features that simplify transactions for bank friends. thanks~najwa",0 days 07:47:00,3.9829378
97,the number of likes for this review is 0. the version of the app is 33.0. fantastic.simplifies dealings.,4,0,33.0,"it took 0 days 01:37:00 for the developer to reply to a user's review. i appreciate your feedback. we hope the bankapp app simplifies your transactions. thanks, priska.",0 days 01:37:00,3.966143
98,"the number of likes for this review is 0. the version of the app is nan. fantastic, extremely useful🙏",4,0,,"it took 0 days 15:20:00 for the developer to reply to a user's review. hello bank friend, we appreciate your feedback. we hope the bankapp app simplifies your transactions. thanks ~ debi",0 days 15:20:00,3.9783843
99,"the number of likes for this review is 0. the version of the app is 33.0. very helpful for transfers,",4,0,33.0,"it took 3 days 20:29:00 for the developer to reply to a user's review. hello friends of bank, we appreciate your feedback. keep boosting your banking transactions with the bankapp app. thanks~rida",3 days 20:29:00,3.9899068
100,"the number of likes for this review is 0. the version of the app is 32.0. effortless, quick, and precise transmission",4,0,32.0,"it took 9 days 21:50:00 for the developer to reply to a user's review. thank you for your feedback. we hope the bankapp app simplifies your transactions. thanks, una.",9 days 21:50:00,3.9539623
101,"the number of likes for this review is 0. the version of the app is 32.0. thank you, sudan provides transaction relief",4,0,32.0,"it took 3 days 08:00:00 for the developer to reply to a user's review. hello bank friend, we appreciate your feedback. we hope the bankapp app simplifies your transactions. thanks! -lena",3 days 08:00:00,3.956641
102,the number of likes for this review is 0. the version of the app is 33.0. rapid transfers are straightforward and effective.,4,0,33.0,"it took 0 days 00:24:00 for the developer to reply to a user's review. we appreciate you using the bankapp app. please remember to explore other useful features that simplify your transactions. thanks, arum.",0 days 00:24:00,3.952597
103,"the number of likes for this review is 0. the version of the app is 33.0. if terblbagusir facility ""forgot password"" does not appear",1,0,33.0,"it took 0 days 00:47:00 for the developer to reply to a user's review. hello bank friend, to verify, kindly send a reply as an image via bank's official whatsapp number or email bankapp.co.id. if everything is satisfactory, we would appreciate a -star rating from bank friends. thanks, una",0 days 00:47:00,0.08113177
